district_key,province,mortality_estimate_per1000,mortality_lower95,mortality_upper95,model_pred,model_ci_lower,model_ci_upper
MULTAN DISTRICT,Punjab,61.320589892747805,39.85838343028608,82.78279635520954,70.93453038508407,69.04447138419786,72.82896644781995
KHANEWAL DISTRICT,Punjab,74.80627401679511,48.62407811091683,100.9884699226734,76.74364538099967,74.6751001683054,79.00892891026646
LODHRAN DISTRICT,Punjab,77.90837277062283,50.64044230090485,105.1763032403408,82.93959267094445,80.66885528354214,85.28026216233178
VEHARI DISTRICT,Punjab,85.34721320823036,55.47568858534973,115.218737831111,78.49007222481717,75.91978203270132,81.20862404043213
JACOBABAD DISTRICT,Sindh,104.29198028460075,67.7897871849905,140.79417338421104,94.44919580193886,91.82859644040471,97.02967196303408
KASHMORE DISTRICT,Sindh,92.21260648101196,59.93819421265778,124.48701874936616,95.08392086722885,91.30310980895433,98.99723356571045
KAMBAR SHAHDAD KOT DISTRICT,Sindh,95.12655163035706,61.83225855973209,128.42084470098203,93.87221160520215,91.28723434700215,96.30402790357758
LARKANA DISTRICT,Sindh,87.06551724535507,56.5925862094808,117.53844828122934,76.38899658058196,74.35657804837476,78.42458089507586
SHIKARPUR DISTRICT,Sindh,76.81286362928167,49.92836135903308,103.69736589953024,90.4522638818333,87.65864586892738,93.27259767946471
GHOTKI DISTRICT,Sindh,92.91637143792497,60.39564143465122,125.43710144119868,91.02595645076354,88.67578047574146,93.28380010217518
KHAIRPUR DISTRICT,Sindh,90.0406094179182,58.52639612164684,121.55482271418956,86.14005152464624,83.11938234025443,89.12239762122043
SUKKUR DISTRICT,Sindh,81.77746941643326,53.15535512068162,110.3995837121849,77.85897414868936,74.77853924770277,81.10303365864245
BADIN DISTRICT,Sindh,98.13996104130842,63.79097467685048,132.48894740576637,94.54958664090138,92.16633717081709,96.9865140251629
DADU DISTRICT,Sindh,94.79805207186295,61.61873384671093,127.977370297015,87.7583555726514,86.2292512947791,89.24764372829505
HYDERABAD DISTRICT,Sindh,64.03125139080245,41.6203134040216,86.4421893775833,58.03503265066225,54.77669004278033,61.66358528483227
JAMSHORO DISTRICT,Sindh,85.78807297415956,55.76224743320372,115.8138985151154,85.29443571112395,82.20638764365846,87.95505114970884
MATIARI DISTRICT,Sindh,93.26393440115235,60.62155736074904,125.90631144155569,87.48097291159782,85.41617051611037,89.49591844365658
SUJAWAL DISTRICT,Sindh,101.0003557419523,65.650231232269,136.35048025163562,103.40996970640843,100.52799721667171,106.35794288912606
TANDO ALLAHYAR DISTRICT,Sindh,78.14718771293224,50.79567201340596,105.49870341245853,88.19085629854635,85.6356169116834,90.65415314231187
TANDO MUHAMMAD KHAN DISTRICT,Sindh,93.55674774813954,60.8118860362907,126.30160945998838,94.82601064906729,91.80254179805456,97.79795895123857
THATTA DISTRICT,Sindh,105.5191940991968,68.58747616447792,142.45091203391567,101.63188955443114,98.83586140036395,104.45897526267187
KARACHI CENTRAL DISTRICT,Sindh,40.14776202617384,26.096045317013,54.19947873533469,39.23389697983296,33.41544822935037,44.660871748102764
KARACHI EAST DISTRICT,Sindh,35.605243999705,23.143408599808247,48.06707939960175,43.28861668202377,38.03556581525187,48.53932147677833
KARACHI SOUTH DISTRICT,Sindh,52.27926857918598,33.98152457647089,70.57701258190107,43.29988057195672,38.42318705042385,48.021907979273685
KARACHI WEST DISTRICT,Sindh,50.00570401670554,32.503707610858605,67.50770042255249,56.68564623907997,52.47054464187688,61.241198390401415
KORANGI DISTRICT,Sindh,42.277088246161,27.48010736000465,57.07406913231735,43.0738327097278,37.87264941465706,48.37887029294119
MALIR DISTRICT,Sindh,59.471652836441,38.65657434368665,80.28673132919533,66.01121474990066,63.03107543030242,69.07627999108509
MIRPUR KHAS DISTRICT,Sindh,95.7030117465803,62.2069576352772,129.1990658578834,87.59785038973483,85.0118916126799,90.08922582389306
THARPARKAR DISTRICT,Sindh,110.92650785055974,72.10223010286384,149.75078559825565,98.9570907247387,93.20517545360146,103.80531166084933
UMER KOT DISTRICT,Sindh,83.5856570971002,54.33067711311513,112.84063708108526,93.87714727073408,90.16804843791313,97.2352838084575
SANGHAR DISTRICT,Sindh,91.3300731316881,59.36454753559727,123.29559872777892,89.97307563190371,88.13184833915753,91.69037948866276
NAUSHAHRO FEROZE DISTRICT,Sindh,95.6307635964396,62.15999633768574,129.10153085519346,82.04442981213491,79.8742119152413,83.98538917243181
SHAHEED BENAZIRABAD DISTRICT,Sindh,88.19448345402584,57.3264142451168,119.06255266293488,84.47882999112448,82.51934634450663,86.22634304620198
AWARAN DISTRICT,Balochistan,105.10714370386228,68.31964340751048,141.8946440002141,103.6745068890554,98.5372322289561,108.25094282064065
KALAT DISTRICT,Balochistan,99.3489197000327,64.57679780502126,134.12104159504412,94.71079457830605,91.947419725226,97.34223249550523
KHARAN DISTRICT,Balochistan,99.8879234070298,64.92715021456937,134.8486965994902,96.96307790077363,92.38013166339074,100.42322758747915
KHUZDAR DISTRICT,Balochistan,96.05654677328546,62.43675540263556,129.67633814393537,94.4319258938044,90.921785868242,97.9678220918011
LASBELA DISTRICT,Balochistan,98.94621866722224,64.31504213369445,133.57739520075,96.6733478056076,91.28431854875309,101.14619950059414
MASTUNG DISTRICT,Balochistan,98.92628071635582,64.30208246563129,133.55047896708035,92.04960761223889,88.53541762366267,95.29186931112133
WASHUK DISTRICT,Balochistan,88.57081177692211,57.57102765499938,119.57059589884486,107.18616064240942,102.83840518131151,111.8079840546577
GWADAR DISTRICT,Balochistan,96.1796451690468,62.51676935988043,129.8425209782132,84.39599814915339,77.60965909839067,89.74905120644799
KECH DISTRICT,Balochistan,86.33064205058986,56.11491733288341,116.54636676829632,81.12696898643946,76.02486920661292,85.36525681159486
PANJGUR DISTRICT,Balochistan,83.69935748963827,54.40458236826488,112.99413261101166,86.68850005669444,81.68887805599951,91.94020922156528
JAFFARABAD DISTRICT,Balochistan,76.55363563698604,49.75986316404093,103.34740810993117,99.42257075361935,95.4338369296491,103.30388971324737
JHAL MAGSI DISTRICT,Balochistan,107.14715294855569,69.64564941656118,144.64865648055016,108.77848191666956,106.03581210731438,111.49042129156398
KACHHI DISTRICT,Balochistan,98.81870846883903,64.23216050474537,133.4052564329327,102.02637231926887,99.12323370388194,104.75271884776116
NASIRABAD DISTRICT,Balochistan,105.0835098879502,68.30428142716764,141.86273834873276,108.08065610872376,104.09779998298225,111.8322345127724
SOHBATPUR DISTRICT,Balochistan,107.26417272523987,69.72171227140592,144.80663317907383,104.3865852488584,100.42516495094159,108.10035869395631
CHAGAI DISTRICT,Balochistan,106.32919635130072,69.11397762834548,143.54441507425597,105.52091398595992,67.98946833181247,140.85481168074926
KILLA ABDULLAH DISTRICT,Balochistan,90.68537741011818,58.94549531657682,122.42525950365952,89.95265877886838,87.33693899642361,92.53288911004067
NUSHKI DISTRICT,Balochistan,72.55607031560727,47.16144570514473,97.9506949260698,88.53818578293276,84.65325058635784,92.41693682980184
PISHIN DISTRICT,Balochistan,91.51769315297794,59.48650054943566,123.54888575652022,82.17414420319278,78.58800366402517,85.8351090593612
QUETTA DISTRICT,Balochistan,81.20921510781814,52.7859898200818,109.63244039555448,75.17838965381677,73.0721177538275,77.26912552942113
DERA BUGTI DISTRICT,Balochistan,110.4486209084388,71.79160359048522,149.1056382263924,103.73605970259484,99.38193089742904,107.63822770015713
HARNAI DISTRICT,Balochistan,100.91187022473191,65.59271564607576,136.2310248033881,93.72569217047545,90.00713867941587,97.12868821854781
KOHLU DISTRICT,Balochistan,106.59173128415824,69.28462533470285,143.89883723361362,111.0029908309754,107.79634580129913,114.18444947789966
SIBI DISTRICT,Balochistan,92.3151370168441,60.00483906094867,124.62543497273954,89.68607115462758,85.52769018693283,93.08518630619044
ZIARAT DISTRICT,Balochistan,84.02317763939887,54.61506546560926,113.43128981318849,92.59756895076157,88.44200024881789,96.34277547263207
BARKHAN DISTRICT,Balochistan,97.30634979305113,63.249127365483226,131.363572220619,103.0889595972957,99.67335247619724,106.30476964685978
KILLA SAIFULLAH DISTRICT,Balochistan,88.80598745578459,57.72389184625999,119.8880830653092,96.9702012424419,93.35768175230949,100.5580721489699
LORALAI DISTRICT,Balochistan,95.451735119113,62.04362782742345,128.85984241080254,95.31453529616427,92.74988914630457,97.94292974012347
MUSAKHEL DISTRICT,Balochistan,96.8672231174323,62.963695026331,130.7707512085336,104.8470028415584,100.834544804921,108.59835040374145
SHERANI DISTRICT,Balochistan,111.11356734524664,72.22381877441032,150.00331591608298,106.36583744868388,102.46255926704393,110.22300623528226
ZHOB DISTRICT,Balochistan,95.7411971127366,62.23177812327878,129.2506161021944,98.1461606175637,94.37559103106716,102.18488035373484
ISLAMABAD DISTRICT,Federal Capital Territory,44.28601528711381,28.78590993662398,59.786120637603645,54.08189393387163,50.7703881258967,57.86638659287563
